variable,variable_type,responses,question_standardized,response_standardized,country,format,response_standarized,question_full
Q3B260,Categorical,2,noisy_breathing,no,gambia,c12_16,NA,Did the child have noisy breathing (grunting or wheezing)?
Q3B260,Categorical,9,noisy_breathing,dk,gambia,c12_16,NA,Did the child have noisy breathing (grunting or wheezing)?
Q3B270,Categorical,1,chest_pain_severe,yes,gambia,c12_16,NA,Was the chest pain severe?
Q3B270,Categorical,2,chest_pain_severe,no,gambia,c12_16,NA,Was the chest pain severe?
Q3B270,Categorical,9,chest_pain_severe,dk,gambia,c12_16,NA,Was the chest pain severe?
Q3B280,Categorical,1,diarrhea,yes,gambia,c12_16,NA,Did the child have more frequent loose or liquid stools than usual? / Did the child have diarrhea?
Q3B280,Categorical,2,diarrhea,no,gambia,c12_16,NA,Did the child have more frequent loose or liquid stools than usual? / Did the child have diarrhea?
Q3B280,Categorical,9,diarrhea,dk,gambia,c12_16,NA,Did the child have more frequent loose or liquid stools than usual? / Did the child have diarrhea?
Q3B290_choice,Categorical,1,diarrhea_duration,days,gambia,c12_16,NA,For how long did the child have diarrhea?
Q3B290_choice,Categorical,2,diarrhea_duration,weeks,gambia,c12_16,NA,For how long did the child have diarrhea?
Q3B290_choice,Categorical,9,diarrhea_duration,dk,gambia,c12_16,NA,For how long did the child have diarrhea?
Q3B290,Non-categorical,Non-categorical variable,days_weeks_diarrhea,NA,gambia,c12_16,NA,Days or weeks (the child had diarrhea)
Q3B300,Categorical,1,bloody_stool,yes,gambia,c12_16,NA,At any time during the final illness was there blood in the stool?
Q3B300,Categorical,2,bloody_stool,no,gambia,c12_16,NA,At any time during the final illness was there blood in the stool?
Q3B300,Categorical,9,bloody_stool,dk,gambia,c12_16,NA,At any time during the final illness was there blood in the stool?
Q3B310,Categorical,1,vomit,yes,gambia,c12_16,NA,Did the child vomit?
Q3B310,Categorical,2,vomit,no,gambia,c12_16,NA,Did the child vomit?
Q3B310,Categorical,9,vomit,dk,gambia,c12_16,NA,Did the child vomit?
Q3B320,Categorical,1,bloody_vomit,yes,gambia,c12_16,NA,Was the vomit bloody?
Q3B320,Categorical,2,bloody_vomit,no,gambia,c12_16,NA,Was the vomit bloody?
Q3B320,Categorical,9,bloody_vomit,dk,gambia,c12_16,NA,Was the vomit bloody?
Q3B330,Categorical,1,abdomen_problem,yes,gambia,c12_16,NA,Did the child have abdominal problems?
Q3B330,Categorical,2,abdomen_problem,no,gambia,c12_16,NA,Did the child have abdominal problems?
Q3B330,Categorical,9,abdomen_problem,dk,gambia,c12_16,NA,Did the child have abdominal problems?
Q3B340,Categorical,1,abdomen_pain_severe,yes,gambia,c12_16,NA,Was the abdominal pain severe?
Q3B340,Categorical,2,abdomen_pain_severe,no,gambia,c12_16,NA,Was the abdominal pain severe?
Q3B340,Categorical,9,abdomen_pain_severe,dk,gambia,c12_16,NA,Was the abdominal pain severe?
Q3B350_choice,Categorical,1,abdominal_pain_duration,days,gambia,c12_16,NA,For how long before death did s/he have severe abdominal pain?
Q3B350_choice,Categorical,2,abdominal_pain_duration,weeks,gambia,c12_16,NA,For how long before death did s/he have severe abdominal pain?
Q3B350_choice,Categorical,9,abdominal_pain_duration,dk,gambia,c12_16,NA,For how long before death did s/he have severe abdominal pain?
Q3B350,Non-categorical,Non-categorical variable,days_weeks_abdominal_pain,NA,gambia,c12_16,NA,Days or weeks (the child had abdominal pain)
Q3B360,Categorical,1,protruding_abdomen,yes,gambia,c12_16,NA,Did the child have a protruding abdomen?
Q3B360,Categorical,2,protruding_abdomen,no,gambia,c12_16,NA,Did the child have a protruding abdomen?
Q3B360,Categorical,9,protruding_abdomen,dk,gambia,c12_16,NA,Did the child have a protruding abdomen?
Q3B370_choice,Categorical,1,protruding_abdomen_duration,days,gambia,c12_16,NA,For how long before death did the child have a protruding abdomen?
Q3B370_choice,Categorical,2,protruding_abdomen_duration,weeks,gambia,c12_16,NA,For how long before death did the child have a protruding abdomen?
Q3B370_choice,Categorical,9,protruding_abdomen_duration,dk,gambia,c12_16,NA,For how long before death did the child have a protruding abdomen?
Q3B370,Non-categorical,Non-categorical variable,days_weeks_protruding_abdomen,NA,gambia,c12_16,NA,Days or weeks (the child had a protruding abdomen)
Q3B380,Categorical,1,abdomen_mass,yes,gambia,c12_16,NA,Did the child have any mass in the abdomen?
Q3B380,Categorical,2,abdomen_mass,no,gambia,c12_16,NA,Did the child have any mass in the abdomen?
Q3B380,Categorical,9,abdomen_mass,dk,gambia,c12_16,NA,Did the child have any mass in the abdomen?
Q3B390_choice,Categorical,1,abdomen_mass_duration,days,gambia,c12_16,NA,For how long before death did the child have a mass in the abdomen?
Q3B390_choice,Categorical,2,abdomen_mass_duration,weeks,gambia,c12_16,NA,For how long before death did the child have a mass in the abdomen?
Q3B390_choice,Categorical,9,abdomen_mass_duration,dk,gambia,c12_16,NA,For how long before death did the child have a mass in the abdomen?
Q3B390,Non-categorical,Non-categorical variable,days_weeks_abdomen_mass,NA,gambia,c12_16,NA,Days or weeks (the child had an abdomen mass)
Q3B400,Categorical,1,severe_headache,yes,gambia,c12_16,NA,Did the child have a severe headache?
Q3B400,Categorical,2,severe_headache,no,gambia,c12_16,NA,Did the child have a severe headache?
Q3B400,Categorical,9,severe_headache,dk,gambia,c12_16,NA,Did the child have a severe headache?
Q3B405,Categorical,1,stiff_neck,yes,gambia,c12_16,NA,Did the child have a stiff neck during illness that led to death?
Q3B405,Categorical,2,stiff_neck,no,gambia,c12_16,NA,Did the child have a stiff neck during illness that led to death?
Q3B405,Categorical,9,stiff_neck,dk,gambia,c12_16,NA,Did the child have a stiff neck during illness that led to death?
Q3B410_choice,Categorical,1,stiff_neck_duration,days,gambia,c12_16,NA,For how long did the child have a stiff neck?
Q3B410_choice,Categorical,2,stiff_neck_duration,weeks,gambia,c12_16,NA,For how long did the child have a stiff neck?
Q3B410_choice,Categorical,9,stiff_neck_duration,dk,gambia,c12_16,NA,For how long did the child have a stiff neck?
Q3B410,Non-categorical,Non-categorical variable,days_weeks_stiff_neck,NA,gambia,c12_16,NA,Days or weeks (the child had a stiff neck)
Q3B420,Categorical,1,mental_confusion,yes,gambia,c12_16,NA,Did the child have mental confusion?
Q3B420,Categorical,2,mental_confusion,no,gambia,c12_16,NA,Did the child have mental confusion?
Q3B420,Categorical,9,mental_confusion,dk,gambia,c12_16,NA,Did the child have mental confusion?
Q3B430_choice,Categorical,1,mental_confusion_duration,days,gambia,c12_16,NA,For how long did the child have mental confusion?
Q3B430_choice,Categorical,2,mental_confusion_duration,weeks,gambia,c12_16,NA,For how long did the child have mental confusion?
Q3B430_choice,Categorical,9,mental_confusion_duration,dk,gambia,c12_16,NA,For how long did the child have mental confusion?
Q3B430,Non-categorical,Non-categorical variable,days_weeks_mental_confusion,NA,gambia,c12_16,NA,Days or weeks (the child experienced mental confusion)
Q3B440,Categorical,1,unconscious,yes,gambia,c12_16,NA,Was the child unconscious during the illness that led to death?
Q3B440,Categorical,2,unconscious,no,gambia,c12_16,NA,Was the child unconscious during the illness that led to death?
Q3B440,Categorical,9,unconscious,dk,gambia,c12_16,NA,Was the child unconscious during the illness that led to death?
Q3B450,Categorical,1,unconscious_sudden,yes,gambia,c12_16,NA,"Did the unconsciousness start suddently, quickly (within a single day)?"
Q3B450,Categorical,2,unconscious_sudden,no,gambia,c12_16,NA,"Did the unconsciousness start suddently, quickly (within a single day)?"
Q3B450,Categorical,9,unconscious_sudden,dk,gambia,c12_16,NA,"Did the unconsciousness start suddently, quickly (within a single day)?"
Q3B460,Categorical,1,convulsions,yes,gambia,c12_16,NA,Did the child have any fits or convulsions during the illness that led to his/her death?
Q3B460,Categorical,2,convulsions,no,gambia,c12_16,NA,Did the child have any fits or convulsions during the illness that led to his/her death?
Q3B460,Categorical,9,convulsions,dk,gambia,c12_16,NA,Did the child have any fits or convulsions during the illness that led to his/her death?
Q3B470,Non-categorical,Non-categorical variable,minutes_convulsions,NA,gambia,c12_16,NA,For how many minutes did the convulsions last?
Q3B480,Categorical,1,convulsions_unconscious,yes,gambia,c12_16,NA,Did the child become unconscious immediately after the convulsion?
Q3B480,Categorical,2,convulsions_unconscious,no,gambia,c12_16,NA,Did the child become unconscious immediately after the convulsion?
Q3B480,Categorical,9,convulsions_unconscious,dk,gambia,c12_16,NA,Did the child become unconscious immediately after the convulsion?
Q3B490,Categorical,1,urine_problems,yes,gambia,c12_16,NA,Did the child have any urine problems?
Q3B490,Categorical,2,urine_problems,no,gambia,c12_16,NA,Did the child have any urine problems?
Q3B490,Categorical,9,urine_problems,dk,gambia,c12_16,NA,Did the child have any urine problems?
Q3B500,Categorical,1,urine_stop,yes,gambia,c12_16,NA,Did the child stop urinating?
Q3B500,Categorical,2,urine_stop,no,gambia,c12_16,NA,Did the child stop urinating?
Q3B500,Categorical,9,urine_stop,dk,gambia,c12_16,NA,Did the child stop urinating?
Q3B510,Categorical,1,urine_often,yes,gambia,c12_16,NA,Did the child urinate more often than usual?
Q3B510,Categorical,2,urine_often,no,gambia,c12_16,NA,Did the child urinate more often than usual?
Q3B510,Categorical,9,urine_often,dk,gambia,c12_16,NA,Did the child urinate more often than usual?
Q3B520,Categorical,1,urine_blood,yes,gambia,c12_16,NA,"During the final illness, did the child ever pass blood in the urine?"
Q3B520,Categorical,2,urine_blood,no,gambia,c12_16,NA,"During the final illness, did the child ever pass blood in the urine?"
Q3B520,Categorical,9,urine_blood,dk,gambia,c12_16,NA,"During the final illness, did the child ever pass blood in the urine?"
Q3B530,Categorical,1,skin_problem,yes,gambia,c12_16,NA,Did the child have skin problems?
Q3B530,Categorical,2,skin_problem,no,gambia,c12_16,NA,Did the child have skin problems?
Q3B530,Categorical,9,skin_problem,dk,gambia,c12_16,NA,Did the child have skin problems?
Q3B540,Categorical,1,ulcers,yes,gambia,c12_16,NA,Did the child have sores or ulcers anywhere on the body?
Q3B540,Categorical,2,ulcers,no,gambia,c12_16,NA,Did the child have sores or ulcers anywhere on the body?
Q3B540,Categorical,9,ulcers,dk,gambia,c12_16,NA,Did the child have sores or ulcers anywhere on the body?
Q3B550,Categorical,1,ulcer_foot,yes,gambia,c12_16,NA,Did the child have ulcers on the foot?
Q3B550,Categorical,2,ulcer_foot,no,gambia,c12_16,NA,Did the child have ulcers on the foot?
Q3B550,Categorical,9,ulcer_foot,dk,gambia,c12_16,NA,Did the child have ulcers on the foot?
Q3B560,Categorical,1,rash,yes,gambia,c12_16,NA,"During the illness that led to death, did the chil have any skin rash?"
Q3B560,Categorical,2,rash,no,gambia,c12_16,NA,"During the illness that led to death, did the chil have any skin rash?"
Q3B560,Categorical,9,rash,dk,gambia,c12_16,NA,"During the illness that led to death, did the chil have any skin rash?"
Q3B570_choice,Categorical,1,rash_duration,days,gambia,c12_16,NA,For how long did the child have a skin rash?
Q3B570_choice,Categorical,2,rash_duration,weeks,gambia,c12_16,NA,For how long did the child have a skin rash?
Q3B570_choice,Categorical,9,rash_duration,dk,gambia,c12_16,NA,For how long did the child have a skin rash?
Q3B570,Non-categorical,Non-categorical variable,days_weeks_rash,NA,gambia,c12_16,NA,Days or weeks (the child had a rash)
Q3B580,Categorical,1,measels_rash,yes,gambia,c12_16,NA,NA
Q3B580,Categorical,2,measels_rash,no,gambia,c12_16,NA,NA
Q3B580,Categorical,9,measels_rash,dk,gambia,c12_16,NA,NA
Q3B590,Categorical,1,herpes_zoster,yes,gambia,c12_16,NA,Did the child ever have shingles or herpes zoster?
Q3B590,Categorical,2,herpes_zoster,no,gambia,c12_16,NA,Did the child ever have shingles or herpes zoster?
Q3B590,Categorical,9,herpes_zoster,dk,gambia,c12_16,NA,Did the child ever have shingles or herpes zoster?
Q3B600,Categorical,1,bleed_nose_mouth_anus,yes,gambia,c12_16,NA,"Did the child bleed from the nose, mouth, or anus?"
Q3B600,Categorical,2,bleed_nose_mouth_anus,no,gambia,c12_16,NA,"Did the child bleed from the nose, mouth, or anus?"
Q3B600,Categorical,9,bleed_nose_mouth_anus,dk,gambia,c12_16,NA,"Did the child bleed from the nose, mouth, or anus?"
Q3B610,Categorical,1,weight_loss,yes,gambia,c12_16,NA,Did the child have noticeable weight loss?
Q3B610,Categorical,2,weight_loss,no,gambia,c12_16,NA,Did the child have noticeable weight loss?
Q3B610,Categorical,9,weight_loss,dk,gambia,c12_16,NA,Did the child have noticeable weight loss?
Q3B620,Categorical,1,thin,yes,gambia,c12_16,NA,Was the child severely thin or wasted?
Q3B620,Categorical,2,thin,no,gambia,c12_16,NA,Was the child severely thin or wasted?
Q3B620,Categorical,9,thin,dk,gambia,c12_16,NA,Was the child severely thin or wasted?
Q3B630,Categorical,1,rash_mouth,yes,gambia,c12_16,NA,Did the child have a rash inside the mouth or on the tongue?
Q3B630,Categorical,2,rash_mouth,no,gambia,c12_16,NA,Did the child have a rash inside the mouth or on the tongue?
Q3B630,Categorical,9,rash_mouth,dk,gambia,c12_16,NA,Did the child have a rash inside the mouth or on the tongue?
Q3B640,Categorical,1,stiff_body,yes,gambia,c12_16,NA,Did the child have stiffness of the whole body or was unable to open the mouth?
Q3B640,Categorical,2,stiff_body,no,gambia,c12_16,NA,Did the child have stiffness of the whole body or was unable to open the mouth?
Q3B640,Categorical,9,stiff_body,dk,gambia,c12_16,NA,Did the child have stiffness of the whole body or was unable to open the mouth?
Q3B650,Categorical,1,swell_face,yes,gambia,c12_16,NA,Did the child have swelling of the face?
Q3B650,Categorical,2,swell_face,no,gambia,c12_16,NA,Did the child have swelling of the face?
Q3B650,Categorical,9,swell_face,dk,gambia,c12_16,NA,Did the child have swelling of the face?
Q3B660,Categorical,1,swell_feet,yes,gambia,c12_16,NA,Did the child have swelling of the feet?
Q3B660,Categorical,2,swell_feet,no,gambia,c12_16,NA,Did the child have swelling of the feet?
Q3B660,Categorical,9,swell_feet,dk,gambia,c12_16,NA,Did the child have swelling of the feet?
Q3B670,Categorical,1,lumps,yes,gambia,c12_16,NA,Did the child have any lumps?
Q3B670,Categorical,2,lumps,no,gambia,c12_16,NA,Did the child have any lumps?
Q3B670,Categorical,9,lumps,dk,gambia,c12_16,NA,Did the child have any lumps?
Q3B680,Categorical,1,lumps_mouth,yes,gambia,c12_16,NA,Did the child have any lumps in the mouth?
Q3B680,Categorical,2,lumps_mouth,no,gambia,c12_16,NA,Did the child have any lumps in the mouth?
Q3B680,Categorical,9,lumps_mouth,dk,gambia,c12_16,NA,Did the child have any lumps in the mouth?
Q3B690,Categorical,1,lumps_neck,yes,gambia,c12_16,NA,Did the child have any lumps on the neck?
Q3B690,Categorical,2,lumps_neck,no,gambia,c12_16,NA,Did the child have any lumps on the neck?
Q3B690,Categorical,9,lumps_neck,dk,gambia,c12_16,NA,Did the child have any lumps on the neck?
Q3B700,Categorical,1,lumps_armpit,yes,gambia,c12_16,NA,Did the child have any lumps on the armpit?
Q3B700,Categorical,2,lumps_armpit,no,gambia,c12_16,NA,Did the child have any lumps on the armpit?
Q3B700,Categorical,9,lumps_armpit,dk,gambia,c12_16,NA,Did the child have any lumps on the armpit?
Q3B710,Categorical,1,lumps_groin,yes,gambia,c12_16,NA,Did the child have any lumps on the groin?
Q3B710,Categorical,2,lumps_groin,no,gambia,c12_16,NA,Did the child have any lumps on the groin?
Q3B710,Categorical,9,lumps_groin,dk,gambia,c12_16,NA,Did the child have any lumps on the groin?
Q3B730,Categorical,1,paralyzed_side,yes,gambia,c12_16,NA,Did the child have paralysis of only one side of the body?
Q3B730,Categorical,2,paralyzed_side,no,gambia,c12_16,NA,Did the child have paralysis of only one side of the body?
Q3B730,Categorical,9,paralyzed_side,dk,gambia,c12_16,NA,Did the child have paralysis of only one side of the body?
Q3B740,Categorical,1,difficulty_swallowing,yes,gambia,c12_16,NA,Did the child have difficulty swallowing?
Q3B740,Categorical,2,difficulty_swallowing,no,gambia,c12_16,NA,Did the child have difficulty swallowing?
Q3B740,Categorical,9,difficulty_swallowing,dk,gambia,c12_16,NA,Did the child have difficulty swallowing?
Q3B750,Categorical,1,yellow_eyes,yes,gambia,c12_16,NA,Did the child have yellow discoloration of the eyes?
Q3B750,Categorical,2,yellow_eyes,no,gambia,c12_16,NA,Did the child have yellow discoloration of the eyes?
Q3B750,Categorical,9,yellow_eyes,dk,gambia,c12_16,NA,Did the child have yellow discoloration of the eyes?
Q3B760,Categorical,1,hair_red_yellow,yes,gambia,c12_16,NA,Did the child's hair change to a reddish or yellowish color?
Q3B760,Categorical,2,hair_red_yellow,no,gambia,c12_16,NA,Did the child's hair change to a reddish or yellowish color?
Q3B760,Categorical,9,hair_red_yellow,dk,gambia,c12_16,NA,Did the child's hair change to a reddish or yellowish color?
Q3B770,Categorical,1,pale,yes,gambia,c12_16,NA,"Did the child look pale or have pale palms, eyes, or nail beds?"
Q3B770,Categorical,2,pale,no,gambia,c12_16,NA,"Did the child look pale or have pale palms, eyes, or nail beds?"
Q3B770,Categorical,9,pale,dk,gambia,c12_16,NA,"Did the child look pale or have pale palms, eyes, or nail beds?"
Q3B780,Categorical,1,sunken_eye,yes,gambia,c12_16,NA,Did the child have sunken eyes?
Q3B780,Categorical,2,sunken_eye,no,gambia,c12_16,NA,Did the child have sunken eyes?
Q3B780,Categorical,9,sunken_eye,dk,gambia,c12_16,NA,Did the child have sunken eyes?
Q3D270,Categorical,1,not_grow_normal,yes,gambia,c12_16,NA,Was the child not growing normally?
Q3D270,Categorical,2,not_grow_normal,no,gambia,c12_16,NA,Was the child not growing normally?
Q3D270,Categorical,9,not_grow_normal,dk,gambia,c12_16,NA,Was the child not growing normally?
Q3B790,Categorical,1,drink_more,yes,gambia,c12_16,NA,Did the child drink a lot more water than usual?
Q3B790,Categorical,2,drink_more,no,gambia,c12_16,NA,Did the child drink a lot more water than usual?
Q3B790,Categorical,9,drink_more,dk,gambia,c12_16,NA,Did the child drink a lot more water than usual?
Q3C100,Categorical,1,not_pregnant_6_weeks_of_death,yes,gambia,c12_16,NA,"Was the mother neither pregnant, nor delivered, within 6 weeks of her death?"
Q3C100,Categorical,2,not_pregnant_6_weeks_of_death,no,gambia,c12_16,NA,"Was the mother neither pregnant, nor delivered, within 6 weeks of her death?"
Q3C100,Categorical,9,not_pregnant_6_weeks_of_death,dk,gambia,c12_16,NA,"Was the mother neither pregnant, nor delivered, within 6 weeks of her death?"
Q3C110,Categorical,1,pregnant_time_of_death,yes,gambia,c12_16,NA,Was the mother pregnant at the time of death?
Q3C110,Categorical,2,pregnant_time_of_death,no,gambia,c12_16,NA,Was the mother pregnant at the time of death?
Q3C110,Categorical,9,pregnant_time_of_death,dk,gambia,c12_16,NA,Was the mother pregnant at the time of death?
Q3C120,Categorical,1,die_within_6_weeks_birth,yes,gambia,c12_16,NA,Did the mother die within 6 weeks of giving birth?
Q3C120,Categorical,2,die_within_6_weeks_birth,no,gambia,c12_16,NA,Did the mother die within 6 weeks of giving birth?
Q3C120,Categorical,9,die_within_6_weeks_birth,dk,gambia,c12_16,NA,Did the mother die within 6 weeks of giving birth?
Q3C130,Categorical,1,die_within_6_weeks_of_pregnancy_6_months,yes,gambia,c12_16,NA,Did the mother die within 6 weeks of a pregnancy that lasted less than 6 months?
Q3C130,Categorical,2,die_within_6_weeks_of_pregnancy_6_months,no,gambia,c12_16,NA,Did the mother die within 6 weeks of a pregnancy that lasted less than 6 months?
Q3C130,Categorical,9,die_within_6_weeks_of_pregnancy_6_months,dk,gambia,c12_16,NA,Did the mother die within 6 weeks of a pregnancy that lasted less than 6 months?
Q3C200,Categorical,1,die_within_24_hours_delivery,yes,gambia,c12_16,NA,Did the mother die within 24 hours after delivery?
Q3C200,Categorical,2,die_within_24_hours_delivery,no,gambia,c12_16,NA,Did the mother die within 24 hours after delivery?
Q3C200,Categorical,9,die_within_24_hours_delivery,dk,gambia,c12_16,NA,Did the mother die within 24 hours after delivery?
Q3C210,Categorical,1,die_during_labour_undelivered,yes,gambia,c12_16,NA,"Did the mother die during labour, but undelivered?"
Q3C210,Categorical,2,die_during_labour_undelivered,no,gambia,c12_16,NA,"Did the mother die during labour, but undelivered?"
Q3C210,Categorical,9,die_during_labour_undelivered,dk,gambia,c12_16,NA,"Did the mother die during labour, but undelivered?"
Q3C220,Categorical,1,die_breastfeeding,yes,gambia,c12_16,NA,Was the mother breastfeeding at death?
Q3C220,Categorical,2,die_breastfeeding,no,gambia,c12_16,NA,Was the mother breastfeeding at death?
Q3C220,Categorical,9,die_breastfeeding,dk,gambia,c12_16,NA,Was the mother breastfeeding at death?
Q3C230,Non-categorical,Non-categorical variable,number_previous_births,NA,gambia,c12_16,NA,"How many births, including stillbirths, did the mother have before this baby?"
Q3C240,Categorical,1,previous_caesarean,yes,gambia,c12_16,NA,Did the mother have any previous C-section?
Q3C240,Categorical,2,previous_caesarean,no,gambia,c12_16,NA,Did the mother have any previous C-section?
Q3C240,Categorical,9,previous_caesarean,dk,gambia,c12_16,NA,Did the mother have any previous C-section?
Q3C250,Categorical,1,die_multiple_pregnancy,yes,gambia,c12_16,NA,Did the mother die during or after a multiple pregnancy?
Q3C250,Categorical,2,die_multiple_pregnancy,no,gambia,c12_16,NA,Did the mother die during or after a multiple pregnancy?
Q3C250,Categorical,9,die_multiple_pregnancy,dk,gambia,c12_16,NA,Did the mother die during or after a multiple pregnancy?
Q3C260,Categorical,1,mother_high_blood_pressure,yes,gambia,c12_16,NA,During the pregnancy did the baby's mother suffer from high blood pressure?
Q3C260,Categorical,2,mother_high_blood_pressure,no,gambia,c12_16,NA,During the pregnancy did the baby's mother suffer from high blood pressure?
Q3C260,Categorical,9,mother_high_blood_pressure,dk,gambia,c12_16,NA,During the pregnancy did the baby's mother suffer from high blood pressure?
Q3C270,Categorical,1,mother_vaginal_discharge,yes,gambia,c12_16,NA,Did the baby's mother have foul smelling vaginal discharge during pregnancy or after delivery?
Q3C270,Categorical,2,mother_vaginal_discharge,no,gambia,c12_16,NA,Did the baby's mother have foul smelling vaginal discharge during pregnancy or after delivery?
Q3C270,Categorical,9,mother_vaginal_discharge,dk,gambia,c12_16,NA,Did the baby's mother have foul smelling vaginal discharge during pregnancy or after delivery?
Q3C280,Categorical,1,mother_convulsions,yes,gambia,c12_16,NA,During the pregnancy did the baby's mother suffer from convulsions?
Q3C280,Categorical,2,mother_convulsions,no,gambia,c12_16,NA,During the pregnancy did the baby's mother suffer from convulsions?
Q3C280,Categorical,9,mother_convulsions,dk,gambia,c12_16,NA,During the pregnancy did the baby's mother suffer from convulsions?
Q3C290,Categorical,1,mother_blurred_vision,yes,gambia,c12_16,NA,During the pregnancy did the baby's mother suffer from blurred vision?
Q3C290,Categorical,2,mother_blurred_vision,no,gambia,c12_16,NA,During the pregnancy did the baby's mother suffer from blurred vision?
Q3C290,Categorical,9,mother_blurred_vision,dk,gambia,c12_16,NA,During the pregnancy did the baby's mother suffer from blurred vision?
Q3C300,Categorical,1,birth_healthy_baby_within_6_weeks_of_death,yes,gambia,c12_16,NA,"Did the mother give birth to a live, healthy baby within 6 weeks of death?"
Q3C300,Categorical,2,birth_healthy_baby_within_6_weeks_of_death,no,gambia,c12_16,NA,"Did the mother give birth to a live, healthy baby within 6 weeks of death?"
Q3C300,Categorical,9,birth_healthy_baby_within_6_weeks_of_death,dk,gambia,c12_16,NA,"Did the mother give birth to a live, healthy baby within 6 weeks of death?"
Q3C310,Categorical,1,mother_vaginal_bleeding_pregancy_post_delivery,yes,gambia,c12_16,NA,Was there any vaginal bleeding during pregnancy or after delivery?
Q3C310,Categorical,2,mother_vaginal_bleeding_pregancy_post_delivery,no,gambia,c12_16,NA,Was there any vaginal bleeding during pregnancy or after delivery?
Q3C310,Categorical,9,mother_vaginal_bleeding_pregancy_post_delivery,dk,gambia,c12_16,NA,Was there any vaginal bleeding during pregnancy or after delivery?
Q3C320,Categorical,1,mother_vaginal_bleeding_early_pregnancy,yes,gambia,c12_16,NA,Was there vaginal bleeding during the first 6 months of pregnancy?
Q3C320,Categorical,2,mother_vaginal_bleeding_early_pregnancy,no,gambia,c12_16,NA,Was there vaginal bleeding during the first 6 months of pregnancy?
Q3C320,Categorical,9,mother_vaginal_bleeding_early_pregnancy,dk,gambia,c12_16,NA,Was there vaginal bleeding during the first 6 months of pregnancy?
Q3C330,Categorical,1,mother_vaginal_bleeding_late_pregnancy,yes,gambia,c12_16,NA,Did the baby's mother have vaginal bleeding during the last 3 months of pregnancy but before labour started?
Q3C330,Categorical,2,mother_vaginal_bleeding_late_pregnancy,no,gambia,c12_16,NA,Did the baby's mother have vaginal bleeding during the last 3 months of pregnancy but before labour started?
Q3C330,Categorical,9,mother_vaginal_bleeding_late_pregnancy,dk,gambia,c12_16,NA,Did the baby's mother have vaginal bleeding during the last 3 months of pregnancy but before labour started?
Q3C340,Categorical,1,mother_vaginal_bleeding_labour,yes,gambia,c12_16,NA,Was there excessive vaginal bleeding during labour?
Q3C340,Categorical,2,mother_vaginal_bleeding_labour,no,gambia,c12_16,NA,Was there excessive vaginal bleeding during labour?
Q3C340,Categorical,9,mother_vaginal_bleeding_labour,dk,gambia,c12_16,NA,Was there excessive vaginal bleeding during labour?
Q3C350,Categorical,1,mother_vaginal_bleeding_post_delivery,yes,gambia,c12_16,NA,Was there excessive vaginal bleeding after delivering the baby?
Q3C350,Categorical,2,mother_vaginal_bleeding_post_delivery,no,gambia,c12_16,NA,Was there excessive vaginal bleeding after delivering the baby?
Q3C350,Categorical,9,mother_vaginal_bleeding_post_delivery,dk,gambia,c12_16,NA,Was there excessive vaginal bleeding after delivering the baby?
Q3C360,Categorical,1,placenta_not_delivered,yes,gambia,c12_16,NA,Was the placenta not completely delivered?
Q3C360,Categorical,2,placenta_not_delivered,no,gambia,c12_16,NA,Was the placenta not completely delivered?
Q3C360,Categorical,9,placenta_not_delivered,dk,gambia,c12_16,NA,Was the placenta not completely delivered?
Q3C365,Categorical,1,breeched,yes,gambia,c12_16,NA,"Did the baby's bottom, feet, arm or hand come into the vagina before its head?"
Q3C365,Categorical,2,breeched,no,gambia,c12_16,NA,"Did the baby's bottom, feet, arm or hand come into the vagina before its head?"
Q3C365,Categorical,9,breeched,dk,gambia,c12_16,NA,"Did the baby's bottom, feet, arm or hand come into the vagina before its head?"
Q3C370,Categorical,1,long_labour,yes,gambia,c12_16,NA,Was the mother in labour for unusually long (more than 24 hours)? / Was it a prolonged labour?
Q3C370,Categorical,2,long_labour,no,gambia,c12_16,NA,Was the mother in labour for unusually long (more than 24 hours)? / Was it a prolonged labour?
Q3C370,Categorical,9,long_labour,dk,gambia,c12_16,NA,Was the mother in labour for unusually long (more than 24 hours)? / Was it a prolonged labour?
Q3C380,Categorical,1,attempt_terminate_pregnancy,yes,gambia,c12_16,NA,Did the mother attempt to terminate the pregnancy?
Q3C380,Categorical,2,attempt_terminate_pregnancy,no,gambia,c12_16,NA,Did the mother attempt to terminate the pregnancy?
Q3C380,Categorical,9,attempt_terminate_pregnancy,dk,gambia,c12_16,NA,Did the mother attempt to terminate the pregnancy?
Q3C390,Categorical,1,abortion,yes,gambia,c12_16,NA,Did the mother recently have a pregnancy that ended in abortion (spontaneous or induced)?
Q3C390,Categorical,2,abortion,no,gambia,c12_16,NA,Did the mother recently have a pregnancy that ended in abortion (spontaneous or induced)?
Q3C390,Categorical,9,abortion,dk,gambia,c12_16,NA,Did the mother recently have a pregnancy that ended in abortion (spontaneous or induced)?
Q3C400,Categorical,1,birth_health_facility,yes,gambia,c12_16,NA,Was the child born in a health facility?
Q3C400,Categorical,2,birth_health_facility,no,gambia,c12_16,NA,Was the child born in a health facility?
Q3C400,Categorical,9,birth_health_facility,dk,gambia,c12_16,NA,Was the child born in a health facility?
Q3C410,Categorical,1,birth_home,yes,gambia,c12_16,NA,Was the child born at home?
Q3C410,Categorical,2,birth_home,no,gambia,c12_16,NA,Was the child born at home?
